사업소명,사업소전화번호,소재지도로명주소,소재지지번주소,위도,경도,트랙터및작업기보유대수,경운기및작업기보유대수,관리기및작업기보유대수,땅속작물수확기보유대수,탈곡기및정선작업기보유대수,자주형파종기보유대수,이앙작업기보유대수,벼수확및운반작업기보유대수,기타임대농기계보유정보,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
고창군 북부권 농기계임대사업소,063-560-8536,전북특별자치도 고창군 흥덕면 죽정길 5,전북특별자치도 고창군 흥덕면 동사리 167-1,,,4,2,18,16,30,18,0,1,,063-560-8849,전북특별자치도 고창군청,2024-05-13,4781000,전북특별자치도 고창군
수원시 농업기술센터 농기계 임대사업소,031-228-2566,경기도 수원시 권선구 온정로45,경기도 수원시 권선구 오목천동 40,37.25012337,126.9631655,4,5,13,1,4,1,0,0,동력분무기(1)+파이프성형기(1)+스키드로더(1)+농용굴착기(1),031-228-2562,경기도 수원시청,2024-05-12,3740000,경기도 수원시
의령농기계임대사업소,055-570-4268,경상남도 의령군 의령읍 의합대로 69,경상남도 의령군 의령읍 무전리 249-7,35.32347821,128.281739,105,16,13,81,29,11,0,3,휴대용전동가위(10)+탈봉기(2)+탈망기(2)+농산물선별기(8)+농산물줄기절단기(4)+굴삭기(6)+동력운반차(1)+농업용지수설치기(3)+농업용콘베이어(3)+농업용파이프밴딩성형기(5)+동력베토기(3)+동력수확기(1)+동력예취기(3)+동력이식기(5)+동력제초기(8)+동력퇴비살포기(11)+동력파쇄기(6)+동력파종기(3)+마늘쪽분리기(3)+승용관리기(12)+육묘상자운반기구(12)+콤바인(1)+콩정선기(3),055-570-4260,경상남도 의령군농업기술센터,2024-04-23,5390000,경상남도 의령군
중부농기계임대사업소,055-572-4125,경상남도 의령군 정곡면 법정로1길 6,경상남도 의령군 정곡면 백곡리 952,35.34427855,128.3608812,56,7,6,24,10,6,0,3,휴대용전동가위(2)+농산물선별기(4)+농산물줄기절단기(2)+굴삭기(1)+농업용파이프밴딩성형기(1)+동력베토기(1)+동력예취기(1)+동력이식기(5)+동력제초기(3)+동력퇴비살포기(3)+동력파쇄기(3)+동력파종기(3)+마늘쪽분리기(3)+승용관리기(2)+육묘상자운반기구(6)+콤바인(1)+콩정선기(2),055-570-4260,경상남도 의령군농업기술센터,2024-04-23,5390000,경상남도 의령군
동부농기계임대사업소,055-570-4267,경상남도 의령군 부림면 한지31길 6,경상남도 의령군 부림면 신반리 160-11,35.4638151,128.3217417,85,3,5,17,10,5,0,3,휴대용전동가위(1)+농산물선별기(6)+농산물줄기절단기(1)+굴삭기(3)+동력운반차(1)+농업용파이프밴딩성형기(2)+동력베토기(1)+동력예취기(2)+동력이식기(2)+동력제초기(3)+동력퇴비살포기(5)+동력파쇄기(3)+마늘쪽분리기(3)+승용관리기(3)+육묘상자운반기구(6)+콤바인(4)+콩정선기(2),055-570-4260,경상남도 의령군농업기술센터,2024-04-23,5390000,경상남도 의령군
합천군 중부권 농기계대여은행,055-930-3666,경상남도 합천군 용주면 고품부흥1길 7,경상남도 합천군 용주면 고품리 910-302,,,198,8,33,0,23,20,6,17,"195(가정용도정기1,굴착기4,굴착기시뮬레이터1,노면청소기1,농기계용사다리18,농산물건조기1,농산물포장기1,농산물분쇄기2,농산물선별기15,농산물소포장기1,농산물줄기절단기2,농산물제피기1,농업용고소작업차2,과수박피기3,동력운반차6,스키드로더2,옥수수베일러1,동력항타기1,콘베어2,파이프밴딩성형기2,톱밥복토기4,딸기배지파쇄기1,동력분무기(차량용)4,동력살분무기1,동력살포기2,동력수확기1,동력예취기3,논두렁제초기2,동력제초기(승용)3,동력제초기(원격)1,덩굴파쇄기2,잔가지파쇄기5,자주형랩피복기1,마늘쪽분리기14,드론2,방제용드론2,발전기3,버섯배지침봉기1,무논벼직파기1,동력분무기(충전식)1,부직포수거기1,잡곡수확기2,스피드스프레이어1,양파수집기(보행형)1,에어콤프레셔9,오일여과장치1,광역살포기2,원거리방제기(SS기형)1,원거리방제기(차량용)1,유압도끼1,양파파종기5,육묘파종기등8,양파전엽기6,붐스프레이어2,자주형동력분무기2,마늘종자부착기1,탈망기1,종자소독기4,축분교반기1,퇴비교반기1,콩콤바인3,퇴비살포기(ss기용)7,퇴비살포기(차량용)1,파렛트랩핑기1,다목적드럼파종기1,다목적파종기(트레이)1,다목적파종기(인력)2,양파파종기(진공)4,전정가위2,퇴비살포기(궤도형)1",055-930-3666,경상남도 합천군,2024-08-06,6480000,경상남도
원주시농업기계 임대사업소,033-737-4164,강원특별자치도 원주시 흥업면 흥대길 7,강원특별자치도 원주시 흥업면 흥업리 1572-5,37.296514,127.915127,29,7,27,10,24,4,15,11,농업용굴삭기(2)+고압박피기(1)+동력분무기(1)+동력이식기(1)+승용제초기(3)+보행제초기(2)+심토파쇄기(1)+자주형퇴비살포기(1)+스피드스프레이어(1)+잔가지파쇄기(5)+전동가위(1)+중경제초기(1)+콩예취기(2)+콩콤바인(1)+인력파종기(5),033-737-4164,강원특별자치도 원주시청,2024-11-30,4191000,강원특별자치도 원주시
원주시농업기계 임대사업소 동부분소,033-737-4656,강원특별자치도 원주시 소초면 치악로 2810-5,강원특별자치도 원주시 소초면 평장리 808,37.418301,128.004581,26,6,18,8,22,2,9,8,농업용굴삭기(2)+농업용운반차(1)+농업용로우더(1)+동력분무기(1)+동력이식기(1)+보행제초기(2)+승용제초기(4)+잔가지파쇄기(3)+스피드스프레이어(1)+양파전엽기(1)+콩예취기(2)+전동가위(3)+인력파종기(6),033-737-4656,강원특별자치도 원주시청,2024-11-30,4191000,강원특별자치도 원주시
원주시농업기계 임대사업소 서부분소,033-737-4105,강원특별자치도 원주시 문막읍 건등로 11,강원특별자치도 원주시 문막읍 건등리 1718,37.312927,127.817377,30,6,22,9,23,4,9,10,농업용굴삭기(2)+농업용로우더(1)+동력분무기(1)+보행제초기(1)+중경제초기(1)+잔가지파쇄기(3)+동력예취기(1)+스피드스프레이어(1)+콩예취기(2)+자주형퇴비살포기(2)+전동가위(1)+승용제초기(1)+땅콩탈피기(1),033-737-4105,강원특별자치도 원주시청,2024-11-30,4191000,강원특별자치도 원주시
원주시농업기계 임대사업소 남부분소,033-737-4417,강원특별자치도 원주시 신림면 치악로 28-9,강원특별자치도 원주시 신림면 신림리 526,37.231237,128.079885,19,2,14,5,17,2,3,4,농업용굴삭기(1)+농업용로우더(1)+동력분무기(1)+SS퇴비살포기(1)+잔가지파쇄기(1)+전동가위(1)+보행제초기(2)+동력이식기(1)+양파전엽기(1)+인력파종기(5),033-737-4417,강원특별자치도 원주시청,2024-11-30,4191000,강원특별자치도 원주시
보성군농기계 임대사업소 본점,061-850-5772,전라남도 보성군 보성읍 녹차로 1357,전라남도 보성군 보성읍 옥평리 781,34.76288304,127.091748,44,13,15,3,10,10,0,0,분무기(5)+알류미늄사다리(2)+퇴비살포기차량용(1)+벼탈망기(4)+볍씨 발아기(3)+승용배토기(3)+종자소독기(1)+1인용차나무전지기(6)+감자순제초기(4)+녹차채엽기(3)+농용굴삭기(2)+동력제초기(2)+마늘쪽분리기(1)+사료작물수확기(3)+승용제초기(4)+잔가지파쇄기(1)+전동전정가위(3)+쪽파분리기(3)+차나무강전지기(2)+차나무중전지기(1)+파이프밴딩기(3)+치즐플라우5련(1),061-850-5772,전라남도 보성군 농업기술센터,2024-12-04,4890000,전라남도 보성군
보성군농기계 임대사업소 벌교지소,061-858-5716,전라남도 보성군 벌교읍 채동선로 578-8,전라남도 보성군 벌교읍 고읍리 1549-1,34.865502,127.3232656,33,11,13,5,15,10,0,0,분무기(5)+알류미늄사다리(2)+퇴비살포기차량용(1)+벼탈망기(2)+볍씨 발아기(4)+승용배토기(5)+종자소독기(1)+감자순제초기(6)+농용굴삭기(2)+동력제초기(3)+딸기배지로타리(3)+땅콩탈피기(1)+사료작물수확기(3)+승용제초기(4)+잔가지파쇄기(1)+전동전정가위(4),061-858-5716,전라남도 보성군 농업기술센터,2024-12-04,4890000,전라남도 보성군
보성군농기계 임대사업소 북부지소,061-852-7167,전라남도 보성군 복내면 송재로 1670,전라남도 보성군 복내면 유정리 796,34.88290082,127.123713,38,12,15,2,8,10,0,0,분무기(5)+알류미늄사다리(2)+퇴비살포기차량용(1)+벼탈망기(3)+볍씨 발아기(6)+승용배토기(3)+종자소독기(1)+1인용차나무전지기(2)+감자순제초기(4)+농용굴삭기(2)+동력제초기(2)+사료작물수확기(3)+승용제초기(4)+잔가지파쇄기(1)+전동전정가위(3)+파이프밴딩기(3),061-852-7167,전라남도 보성군 농업기술센터,2024-12-04,4890000,전라남도 보성군
안성시농기계임대사업소 본소,031-678-3077,경기도 안성시 보개면 보개원삼로 219,경기도 안성시 보개면 불현리 189-2번지,37.02339983,127.2868005,40,4,54,9,20,0,0,0,인력파종기 10대+콩정선기 5대+동력제초기 5대+그 외 50대,031-678-3031,경기도 안성시농업기술센터,2024-03-04,4080000,경기도 안성시
안성시농기계임대사업소 동부분소,031-678-3035,경기도 안성시 죽산면 상삼로 95,경기도 안성시 죽산면 두현리 456-6번지,37.08079265,127.4019946,65,6,68,12,15,0,0,0,인력파종기 10대+콩정선기 5대+동력제초기 6대+그 외 66대,031-678-3031,경기도 안성시농업기술센터,2024-03-04,4080000,경기도 안성시
안성시농기계임대사업소 서부분소,031-678-0711,경기도 안성시 양성면 만세로 523-34,경기도 안성시 양성면 덕봉리 88-35번지,37.048953,127.1998902,54,4,59,12,23,0,0,0,인력파종기 10대+콩정선기 5대+동력제초기 5대+그 외 48대,031-678-3031,경기도 안성시농업기술센터,2024-03-04,4080000,경기도 안성시
안성시농기계임대사업소 남부분소,031-678-3056,경기도 안성시 서운면 안성맞춤대로 237-23,경기도 안성시 서운면 송산리 205-5번지,36.943708,127.234857,55,2,45,13,0,0,0,0,인력파종기 10대+콩정선기 6대+동력제초기 4대+그 외 52대,031-678-3031,경기도 안성시농업기술센터,2024-03-04,4080000,경기도 안성시
여수시농기계임대사업소,061-659-4466,전라남도 여수시 주동1길 32,전라남도 여수시 주삼동 812-2,34.78818427,127.6532869,53,0,50,10,5,9,5,2,범용콤바인(1)+동력이식기(2)+파이프밴딩기(1)+동력제초기(4)+콩예취기(2)+동력운반차(2)+동력분무기(3)+스키드로더(2)+베일러집게(1)+퇴비살포기(1)+자동전동가위(5)+전동핸드톱(1)+잔가지파쇄기(2),061-659-4466,전라남도 여수시농업기술센터,2024-02-23,4810000,전라남도 여수시
농기계 임대사업소(본소),063-430-8791,전북특별자치도 진안군 진안읍 진무로 702-30,전북특별자치도 진안군 진안읍 반월리 1032-1,35.76285258,127.437246,4+104,6+7,17+17,11,32,1,0,0,굴삭기(6)+스피드스프레이어(10)+하우스밴딩기(2)+인력파종기(10),063-430-8791,농기계 임대사업소(본소),2024-01-22,4731000,전북특별자치도 진안군
농기계 임대사업소(정천면),063-430-8488,전북특별자치도 진안군 정천면 진용로 1107,전북특별자치도 진안군 정천면 봉학리 321,35.87366665,127.4420487,2+34,3+3,8+8,5,18,0,0,0,굴삭기(2)+하우스밴딩기(1)+인력파종기(6),063-430-8488,농기계 임대사업소(정천면),2024-01-22,4731000,전북특별자치도 진안군
농기계 임대사업소(마령면),063-430-8468,전북특별자치도 진안군 마령면 임진로 2132,전북특별자치도 진안군 마령면 평지리 1356,35.73577988,127.3685051,2+36,4+4,9+9,6,15,0,0,0,굴삭기(1)+하우스밴딩기(1)+인력파종기(5),063-430-8468,농기계 임대사업소(마령면),2024-01-22,4731000,전북특별자치도 진안군
농기계 임대사업소(동향면),063-430-8428,전북특별자치도 진안군 동향면 창촌길 40,전북특별자치도 진안군 동향면 대량리 184-1,35.83539946,127.5708515,2+22,2+2,6+6,3,10,0,0,0,굴삭기(2)+하우스밴딩기(1)+인력파종기(4),063-430-8428,농기계 임대사업소(동향면),2024-01-22,4731000,전북특별자치도 진안군
농기계 임대사업소(부귀면),063-430-8458,,전북특별자치도 진안군 부귀면 거석리 879-2,35.8354061083,127.3505988715,1+27,3+3,10+10,5,13,0,0,0,굴삭기(3)+하우스밴딩기(2)+인력파종기(5),063-430-8458,농기계 임대사업소(부귀면),2024-01-22,4731000,전북특별자치도 진안군
평택시농업기술센터 본소 농기계임대사업소,031-8024-4585,경기도 평택시 오성면 청오로 33-58,경기도 평택시 오성면 숙성리 95-3,37.014605,126.981159,177,12,82,45,58,0,0,4,동력배토기(21)+고구마이식기(1)+채소이식기(2)+자주식덩굴파쇄기(5)+잔가지파쇄기(6대)+마늘쪽분리기(3)+휴대용 전동가위(5)+콩콤바인(3대)+농용굴삭기(5)+농용로우더(1)+승용제초기(3)+보행제초기(2)+종자탈수기(2)+파이프 성형기(3) 등,031-8024-4585,평택시농업기술센터,2024-02-16,3910000,경기도 평택시
평택시농업기술센터 북부 농기계임대사업소,031-8024-7481,경기도 평택시 진위면 신리길 150,경기도 평택시 진위면 마산리 257,37.096349,127.080980,63,7,37,17,31,0,0,0,동력배토기(10)+잔가지파쇄기(2)+자주식 덩굴파쇄기(3)+자주식 퇴비살포기(2)+승용제초기(2)+휴대용 전동가위(3)+농용굴삭기(2)+농용로우더(1) 등,031-8024-7481,평택시농업기술센터,2024-02-16,3910000,경기도 평택시
본소임대사업소,063-650-5141,전라북도 순창군 유등면 담순로 1548,전라북도 순창군 유등면 건곡리 750-1,35.379684,127.1638439,123,11,9,16,13,21,1,55,농용굴삭기(6)+다목적운반차(4)+제초기(22)+살포기(21)+세척기(10)+전지기(37)+피복기(9)+콩수확기(6)+진동수확기(23)+파쇄기(9)+결속기(12)+파이프밴딩성형기(2),063-650-5128,순창군농업기술센터,2022-06-15,4771000,전북특별자치도 순창군
서부권임대사업소,063-650-5158,전라북도 순창군 구림면 삭골길 37,전라북도 순창군 구림면 월정리 498-1,35.43552857,127.0414133,71,8,10,16,12,15,0,10,농용굴삭기(4)+다목적운반차(2)+제초기(11)+살포기(16)+세척기(26)+전지기(18)+피복기(11)+콩수확기(6)+진동수확기(20)+파쇄기(8)+결속기(10)+파이프밴딩성형기(3),063-650-5128,순창군농업기술센터,2022-06-15,4771000,전북특별자치도 순창군
산서 농기계 임대사업장,063-353-5398,전북특별자치도 장수군 산서면 충효로 2843,전북특별자치도 장수군 산서면 신창리 991,35.585085,127.391213,47,5,35,11,12,2,1,0,SS기(2)+고소작업차(1)+굴삭기(2)+동력분무기(1)+동력살분무기(3)+동력예취기(1)+동력퇴비살포기(3)+동력파종기양파(1)+승용비료살포기(1)+붐스프레이어(1)+스키로우더(1)+승용제초기(3)+인력파종기(7)+잔가지파쇄기(1)+휴대용전동가위(3)+전엽기(1)+콩예취기(1)+파이프굴착기(1)+파이프밴딩기(1)+승용휴립피복기(2),063-350-2840,전북특별자치도 장수군청 농업기술센터,2024-02-22,4751000,전북특별자치도 장수군
번암 농기계 임대사업장,063-352-5398,전북특별자치도 장수군 번암면 지지로 70,전북특별자치도 장수군 번암면 노단리 962-4,35.5378864,127.546363,27,5,19,9,9,2,2,0,SS기(2)+고소작업차(3)+굴삭기(2)+동력분무기(2)+동력살분무기(2)+동력예취기(2)+동력운반차(2)+동력이식기(1)+동력퇴비살포기(4)+승용비료살포기(1)+스키로우더(2)+적심기(1)+승용제초기(4)+인력파종기(4)+잔가지파쇄기(1)+휴대용전동가위(2)+전엽기(1)+파이프굴착기(1)+파이프밴딩기(1)+승용휴립피복기(2)+퇴비살포기(1)+휴립피복기(1),063-350-2840,전북특별자치도 장수군청 농업기술센터,2024-02-22,4751000,전북특별자치도 장수군
장계 농기계 임대사업장,063-351-5399,전북특별자치도 장수군 장계면 장무로 334-11,전북특별자치도 장수군 장계면 금덕리 637,35.740611,127.585954,56,5,31,12,15,2,3,0,SS기(6)+고소작업차(2)+굴삭기(4)+동력분무기(2)+동력살분무기(3)+동력예취기(2)+동력운반차(3)+동력퇴비살포기(4)+승용비료살포기(1)+스키로우더(6)+승용제초기(7)+인력파종기(7)+잔가지파쇄기(4)+휴대용전동가위(3)+채소이식기(1)+콩예취기(1)+파이프굴착기(1)+파이프밴딩기(2)+승용휴립피복기(2)+비료살포기(편심)(1),063-350-2840,전북특별자치도 장수군청 농업기술센터,2024-02-22,4751000,전북특별자치도 장수군
천천 농기계 임대사업장,063-352-5399,전북특별자치도 장수군 천천면 장천로 1144-11,전북특별자치도 장수군 천천면 봉덕리 687,35.72968998,127.5315396,27,4,23,6,7,2,2,0,SS기(3)+고소작업차(2)+굴삭기(3)+동력분무기(1)+동력살분무기(2)+동력운반차(2)+동력퇴비살포기(5)+승용비료살포기(1)+붐스프레이어(1)+스키로우더(1)+승용제초기(5)+인력파종기(4)+적심기(1)+잔가지파쇄기(2)+휴대용전동가위(2)+파이프굴착기(1)+파이프밴딩기(1)+승용휴립피복기(2)+양파전엽기(1)+동력예취기(1),063-350-2840,전북특별자치도 장수군청 농업기술센터,2024-02-22,4751000,전북특별자치도 장수군
